"UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "# of  Entries" "#  Absent" "#  SNA" "#  Assessed" "# Not  Achieved" "#  Scholarship" "#  Outstanding"
"1036" "Decile 8-10" "All Subjects" "Physical Education" "NZ Maori" "Female" 8 3 1 4 3 1 0
"1037" "Decile 8-10" "All Subjects" "Physical Education" "NZ European" "Male" 146 58 1 87 71 15 1
"1038" "Decile 8-10" "All Subjects" "Physical Education" "NZ European" "Female" 172 61 1 110 82 26 2
"1039" "Decile 8-10" "All Subjects" "Physical Education" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1040" "Decile 8-10" "All Subjects" "Physical Education" "Pasifika Peoples" "Male" 6 3 1 2 2 0 0
"1041" "Decile 8-10" "All Subjects" "Physical Education" "Pasifika Peoples" "Female" 4 1 0 3 3 0 0
"1042" "Decile 8-10" "All Subjects" "Physical Education" "Asian" "Male" 12 3 0 9 7 2 0
"1043" "Decile 8-10" "All Subjects" "Physical Education" "Asian" "Female" 4 3 0 1 1 0 0
"1044" "Decile 8-10" "All Subjects" "Physical Education" "Other/Unspecified Ethnicity" "Male" 12 5 0 7 6 1 0
"1045" "Decile 8-10" "All Subjects" "Physical Education" "Other/Unspecified Ethnicity" "Female" 6 2 0 4 4 0 0
"1046" "Decile 8-10" "All Subjects" "Physics" "NZ Maori" "Male" 11 2 0 9 7 2 0
"1047" "Decile 8-10" "All Subjects" "Physics" "NZ Maori" "Female" 6 2 0 4 4 0 0
"1048" "Decile 8-10" "All Subjects" "Physics" "NZ European" "Male" 380 61 1 318 248 60 10
"1049" "Decile 8-10" "All Subjects" "Physics" "NZ European" "Female" 116 26 0 90 79 9 2
"1050" "Decile 8-10" "All Subjects" "Physics" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1051" "Decile 8-10" "All Subjects" "Physics" "Pasifika Peoples" "Male" 3 0 0 3 3 0 0
"1052" "Decile 8-10" "All Subjects" "Physics" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"1053" "Decile 8-10" "All Subjects" "Physics" "Asian" "Male" 218 31 1 186 140 41 5
"1054" "Decile 8-10" "All Subjects" "Physics" "Asian" "Female" 79 17 0 62 47 13 2
"1055" "Decile 8-10" "All Subjects" "Physics" "Other/Unspecified Ethnicity" "Male" 17 4 0 13 9 3 1
"1056" "Decile 8-10" "All Subjects" "Physics" "Other/Unspecified Ethnicity" "Female" 4 0 0 4 4 0 0
"1057" "Decile 8-10" "All Subjects" "Printmaking" "NZ Maori" "Male" 0 0 0 0 0 0 0
"1058" "Decile 8-10" "All Subjects" "Printmaking" "NZ Maori" "Female" 4 1 0 3 3 0 0
"1059" "Decile 8-10" "All Subjects" "Printmaking" "NZ European" "Male" 8 6 0 2 2 0 0
"1060" "Decile 8-10" "All Subjects" "Printmaking" "NZ European" "Female" 25 9 0 16 10 5 1
"1061" "Decile 8-10" "All Subjects" "Printmaking" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1062" "Decile 8-10" "All Subjects" "Printmaking" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1063" "Decile 8-10" "All Subjects" "Printmaking" "Pasifika Peoples" "Female" 2 2 0 0 0 0 0
"1064" "Decile 8-10" "All Subjects" "Printmaking" "Asian" "Male" 0 0 0 0 0 0 0
"1065" "Decile 8-10" "All Subjects" "Printmaking" "Asian" "Female" 7 2 0 5 3 1 1
"1066" "Decile 8-10" "All Subjects" "Printmaking" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"1067" "Decile 8-10" "All Subjects" "Printmaking" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1068" "Decile 8-10" "All Subjects" "Samoan" "NZ Maori" "Male" 0 0 0 0 0 0 0
"1069" "Decile 8-10" "All Subjects" "Samoan" "NZ Maori" "Female" 0 0 0 0 0 0 0
"1070" "Decile 8-10" "All Subjects" "Samoan" "NZ European" "Male" 0 0 0 0 0 0 0
"1071" "Decile 8-10" "All Subjects" "Samoan" "NZ European" "Female" 0 0 0 0 0 0 0
"1072" "Decile 8-10" "All Subjects" "Samoan" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1073" "Decile 8-10" "All Subjects" "Samoan" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1074" "Decile 8-10" "All Subjects" "Samoan" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"1075" "Decile 8-10" "All Subjects" "Samoan" "Asian" "Male" 0 0 0 0 0 0 0
"1076" "Decile 8-10" "All Subjects" "Samoan" "Asian" "Female" 0 0 0 0 0 0 0
"1077" "Decile 8-10" "All Subjects" "Samoan" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"1078" "Decile 8-10" "All Subjects" "Samoan" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1079" "Decile 8-10" "All Subjects" "Science" "NZ Maori" "Male" 1 0 0 1 1 0 0
"1080" "Decile 8-10" "All Subjects" "Science" "NZ Maori" "Female" 2 0 0 2 2 0 0
"1081" "Decile 8-10" "All Subjects" "Science" "NZ European" "Male" 43 8 0 35 31 3 1
"1082" "Decile 8-10" "All Subjects" "Science" "NZ European" "Female" 37 7 1 29 26 2 1
"1083" "Decile 8-10" "All Subjects" "Science" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1084" "Decile 8-10" "All Subjects" "Science" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1085" "Decile 8-10" "All Subjects" "Science" "Pasifika Peoples" "Female" 2 2 0 0 0 0 0
"1086" "Decile 8-10" "All Subjects" "Science" "Asian" "Male" 56 8 1 47 38 9 0
"1087" "Decile 8-10" "All Subjects" "Science" "Asian" "Female" 32 3 0 29 26 1 2
"1088" "Decile 8-10" "All Subjects" "Science" "Other/Unspecified Ethnicity" "Male" 6 2 0 4 3 1 0
"1089" "Decile 8-10" "All Subjects" "Science" "Other/Unspecified Ethnicity" "Female" 2 1 0 1 1 0 0
"1090" "Decile 8-10" "All Subjects" "Sculpture" "NZ Maori" "Male" 1 1 0 0 0 0 0
"1091" "Decile 8-10" "All Subjects" "Sculpture" "NZ Maori" "Female" 3 2 0 1 0 0 1
"1092" "Decile 8-10" "All Subjects" "Sculpture" "NZ European" "Male" 3 2 0 1 0 1 0
"1093" "Decile 8-10" "All Subjects" "Sculpture" "NZ European" "Female" 13 8 0 5 4 1 0
"1094" "Decile 8-10" "All Subjects" "Sculpture" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1095" "Decile 8-10" "All Subjects" "Sculpture" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1096" "Decile 8-10" "All Subjects" "Sculpture" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"1097" "Decile 8-10" "All Subjects" "Sculpture" "Asian" "Male" 1 1 0 0 0 0 0
"1098" "Decile 8-10" "All Subjects" "Sculpture" "Asian" "Female" 2 1 0 1 1 0 0
"1099" "Decile 8-10" "All Subjects" "Sculpture" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"1100" "Decile 8-10" "All Subjects" "Sculpture" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1101" "Decile 8-10" "All Subjects" "Spanish" "NZ Maori" "Male" 1 0 0 1 0 1 0
"1102" "Decile 8-10" "All Subjects" "Spanish" "NZ Maori" "Female" 1 0 0 1 1 0 0
"1103" "Decile 8-10" "All Subjects" "Spanish" "NZ European" "Male" 25 7 0 18 15 3 0
"1104" "Decile 8-10" "All Subjects" "Spanish" "NZ European" "Female" 27 3 0 24 22 1 1
"1105" "Decile 8-10" "All Subjects" "Spanish" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1106" "Decile 8-10" "All Subjects" "Spanish" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1107" "Decile 8-10" "All Subjects" "Spanish" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"1108" "Decile 8-10" "All Subjects" "Spanish" "Asian" "Male" 6 2 0 4 2 2 0
"1109" "Decile 8-10" "All Subjects" "Spanish" "Asian" "Female" 8 1 0 7 6 1 0
"1110" "Decile 8-10" "All Subjects" "Spanish" "Other/Unspecified Ethnicity" "Male" 1 0 0 1 1 0 0
"1111" "Decile 8-10" "All Subjects" "Spanish" "Other/Unspecified Ethnicity" "Female" 5 1 0 4 3 1 0
"1112" "Decile 8-10" "All Subjects" "Statistics and Modelling" "NZ Maori" "Male" 14 3 0 11 9 2 0
"1113" "Decile 8-10" "All Subjects" "Statistics and Modelling" "NZ Maori" "Female" 8 2 0 6 5 1 0
"1114" "Decile 8-10" "All Subjects" "Statistics and Modelling" "NZ European" "Male" 419 75 1 343 214 115 14
"1115" "Decile 8-10" "All Subjects" "Statistics and Modelling" "NZ European" "Female" 213 50 0 163 103 54 6
"1116" "Decile 8-10" "All Subjects" "Statistics and Modelling" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1117" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Pasifika Peoples" "Male" 4 0 0 4 4 0 0
"1118" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Pasifika Peoples" "Female" 1 0 0 1 1 0 0
"1119" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Asian" "Male" 325 46 0 279 173 89 17
"1120" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Asian" "Female" 149 24 0 125 83 37 5
"1121" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Other/Unspecified Ethnicity" "Male" 23 4 0 19 15 4 0
"1122" "Decile 8-10" "All Subjects" "Statistics and Modelling" "Other/Unspecified Ethnicity" "Female" 7 3 0 4 4 0 0
"1123" "Decile 8-10" "All Subjects" "Te Reo Maori" "NZ Maori" "Male" 10 1 0 9 9 0 0
"1124" "Decile 8-10" "All Subjects" "Te Reo Maori" "NZ Maori" "Female" 10 1 0 9 8 1 0
"1125" "Decile 8-10" "All Subjects" "Te Reo Maori" "NZ European" "Male" 0 0 0 0 0 0 0
"1126" "Decile 8-10" "All Subjects" "Te Reo Maori" "NZ European" "Female" 2 0 0 2 2 0 0
"1127" "Decile 8-10" "All Subjects" "Te Reo Maori" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1128" "Decile 8-10" "All Subjects" "Te Reo Maori" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1129" "Decile 8-10" "All Subjects" "Te Reo Maori" "Pasifika Peoples" "Female" 1 1 0 0 0 0 0
"1130" "Decile 8-10" "All Subjects" "Te Reo Maori" "Asian" "Male" 0 0 0 0 0 0 0
"1131" "Decile 8-10" "All Subjects" "Te Reo Maori" "Asian" "Female" 0 0 0 0 0 0 0
"1132" "Decile 8-10" "All Subjects" "Te Reo Maori" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"1133" "Decile 8-10" "All Subjects" "Te Reo Maori" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1134" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "NZ Maori" "Male" 3 0 0 3 3 0 0
"1135" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "NZ Maori" "Female" 2 1 0 1 1 0 0
"1136" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "NZ European" "Male" 0 0 0 0 0 0 0
"1137" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "NZ European" "Female" 0 0 0 0 0 0 0
"1138" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1139" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Pasifika Peoples" "Male" 0 0 0 0 0 0 0
"1140" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Pasifika Peoples" "Female" 0 0 0 0 0 0 0
"1141" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Asian" "Male" 0 0 0 0 0 0 0
"1142" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Asian" "Female" 0 0 0 0 0 0 0
"1143" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Other/Unspecified Ethnicity" "Male" 0 0 0 0 0 0 0
"1144" "Decile 8-10" "All Subjects" "Te Reo Rangatira" "Other/Unspecified Ethnicity" "Female" 0 0 0 0 0 0 0
"1145" "Decile 8-10" "All Subjects" "Technology" "NZ Maori" "Male" 2 2 0 0 0 0 0
"1146" "Decile 8-10" "All Subjects" "Technology" "NZ Maori" "Female" 7 5 0 2 2 0 0
"1147" "Decile 8-10" "All Subjects" "Technology" "NZ European" "Male" 72 43 0 29 22 5 2
"1148" "Decile 8-10" "All Subjects" "Technology" "NZ European" "Female" 100 51 0 49 32 16 1
"1149" "Decile 8-10" "All Subjects" "Technology" "NZ European" "Unknown" 0 0 0 0 0 0 0
"1150" "Decile 8-10" "All Subjects" "Technology" "Pasifika Peoples" "Male" 2 2 0 0 0 0 0
"1151" "Decile 8-10" "All Subjects" "Technology" "Pasifika Peoples" "Female" 2 1 0 1 1 0 0
"1152" "Decile 8-10" "All Subjects" "Technology" "Asian" "Male" 14 9 0 5 3 1 1
"1153" "Decile 8-10" "All Subjects" "Technology" "Asian" "Female" 24 10 0 14 10 4 0
"1154" "Decile 8-10" "All Subjects" "Technology" "Other/Unspecified Ethnicity" "Male" 4 3 0 1 1 0 0
"1155" "Decile 8-10" "All Subjects" "Technology" "Other/Unspecified Ethnicity" "Female" 2 0 0 2 1 1 0
